LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,CREDIT_UTILIZATION,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,DELAYED_MONTHS_COUNT,actual_default,risk_probability,risk_segment
100000,2,2,1,38,1,2,0,0,0,0,66459,43930,25762,27848,66537,57506,0,1700,3000,40000,2500,2560,288042,49760,0.1727525846925101,2.88042,0.5,2,2,0,0.5659425955831845,Very High Risk
150000,2,2,1,29,0,-1,0,0,0,0,8139,151691,143248,109930,80987,80938,151691,6502,4333,2810,3100,3187,574933,171623,0.2985095654624104,3.8328866666666666,-0.1666666666666666,0,0,0,0.13930997306520793,Low Risk
20000,2,2,1,24,-1,4,4,3,4,3,19915,19902,19299,20686,20073,19470,600,0,2000,0,0,0,119345,2600,0.0217855796221039,5.96725,2.833333333333333,4,5,1,0.6300688097084424,Very High Risk
260000,1,3,1,48,0,0,0,0,0,0,154927,158848,160654,155059,141570,134143,8000,6000,7100,5300,5000,5000,905201,36400,0.040212063398074,3.481542307692308,0.0,0,0,0,0.1852730062008586,Medium Risk
260000,1,1,2,33,0,0,0,0,0,0,93767,80944,67691,53334,76056,64968,3014,3017,2016,43000,2000,2000,436760,55047,0.1260348933052477,1.6798461538461538,0.0,0,0,0,0.16477172190314215,Medium Risk
80000,1,2,2,24,1,2,2,2,0,0,178541,174189,183197,177641,149806,141706,0,11900,6500,6500,5800,6500,1005080,37200,0.0370119791459386,12.5635,1.1666666666666667,2,4,1,0.6148905556356312,Very High Risk
30000,1,2,1,37,0,0,0,0,0,0,15054,15104,15428,16273,16305,780,1551,1265,1500,841,0,0,78944,5157,0.0653247871909201,2.631466666666667,0.0,0,0,1,0.30375519535488993,High Risk
60000,2,2,1,42,0,0,0,0,0,0,58899,55834,55993,56675,57550,57545,2579,2047,2024,2180,2321,2500,342496,13651,0.0398573997944501,5.708266666666667,0.0,0,0,0,0.32490503805357884,High Risk
50000,2,1,2,24,1,2,2,2,2,0,33385,35538,34686,39097,38171,39396,3000,0,5000,0,2000,5000,220273,15000,0.0680973156038189,4.40546,1.5,2,5,0,0.7629080025643835,Very High Risk
200000,2,1,2,29,0,0,0,-1,0,-1,65199,21489,0,1762,1768,860,6532,0,1762,6,1257,8308,91078,17865,0.1961505522738751,0.45539,-0.3333333333333333,0,0,0,0.17298260844700075,Medium Risk
50000,2,1,2,26,-1,-1,-1,-1,-1,0,5052,0,0,0,4400,9318,0,0,0,4400,5000,7000,18770,16400,0.8737346830047948,0.3754,-0.8333333333333334,0,0,0,0.2661525728054066,Medium Risk
510000,2,2,1,38,0,0,0,0,0,0,95589,35224,37361,39437,40292,41153,2000,2700,2700,1500,1500,10000,289056,20400,0.0705745599468615,0.5667764705882353,0.0,0,0,0,0.13303198377306505,Low Risk
50000,2,2,1,38,0,0,-1,-1,-1,-1,51400,0,0,0,0,0,0,0,0,0,0,0,51400,0,0.0,1.028,-0.6666666666666666,0,0,1,0.44952810629218365,High Risk
500000,1,1,2,29,-1,-1,-1,-1,-1,-1,29276,7934,635,12416,4022,259,7972,637,12553,4070,259,11675,54542,37166,0.6814198232554729,0.109084,-1.0,-1,0,0,0.15585824080561061,Medium Risk
120000,2,2,1,28,-1,-1,-1,-1,-1,-1,1613,136,0,0,0,0,136,0,0,0,0,0,1749,136,0.0777587192681532,0.014575,-1.0,-1,0,0,0.30386106663830875,High Risk
20000,1,2,2,34,0,0,0,0,0,-1,13730,15170,15277,13478,16978,12914,2000,2000,1000,5000,12914,600,87547,23514,0.2685871588975065,4.37735,-0.1666666666666666,0,0,0,0.32474068144355916,High Risk
50000,2,2,2,25,2,0,0,0,0,-1,48690,49347,16002,6120,3910,299,1692,1033,122,78,299,9292,124368,12516,0.1006368197607101,2.48736,0.1666666666666666,2,1,0,0.7004256789406453,Very High Risk
320000,1,1,2,31,1,-1,-1,-1,-1,-1,-6029,-9119,-46127,-50616,-53007,-94625,185,28,12,208,8,14,-259523,455,0.0,-0.811009375,-0.6666666666666666,1,1,1,0.37666356641763243,High Risk
200000,2,1,2,28,-1,-1,-1,-1,-1,-1,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,65857,102681,1.5591508875290403,0.329285,-1.0,-1,0,0,0.1426813992937454,Low Risk
280000,2,2,1,39,1,-1,0,0,0,0,-1312,35918,37297,37154,32581,33316,38621,2000,1130,922,1011,5000,174954,48684,0.2782674302959635,0.6248357142857143,0.0,1,1,1,0.21669098313263302,Medium Risk
60000,2,3,2,27,0,0,0,0,0,0,39325,40668,42009,43804,44473,45752,2000,2000,2500,1700,2000,1700,256031,11900,0.046478746714265,4.2671833333333336,0.0,0,0,0,0.27797486032571683,Medium Risk
20000,2,2,1,38,3,4,3,2,2,2,18666,18087,17517,16930,18043,17156,0,0,0,1381,0,1600,106399,2981,0.0280171806125997,5.31995,2.6666666666666665,4,6,1,0.8165473278973868,Very High Risk
50000,2,2,1,23,0,0,0,0,0,0,37586,38866,19240,20256,20918,22081,2000,1322,1338,1000,1500,1000,158947,8160,0.0513378673394276,3.17894,0.0,0,0,1,0.27014556690194924,Medium Risk
260000,2,1,1,60,1,-1,-1,-1,-1,-1,-1100,-1100,21400,0,969,869,0,22500,0,969,1000,0,21038,24469,1.16308584466204,0.0809153846153846,-0.6666666666666666,1,1,0,0.3674650079207124,High Risk
90000,2,2,2,24,0,0,0,0,0,0,35411,17417,26046,10689,12455,15181,10000,14790,5000,5249,9932,0,117199,44971,0.3837148781132944,1.3022111111111112,0.0,0,0,0,0.16498683105813552,Medium Risk
500000,1,3,1,46,-1,-1,-1,-1,-1,-1,4031,3684,7544,14459,9736,9123,3709,7594,14484,9762,9142,17241,48577,61932,1.2749243469131482,0.097154,-1.0,-1,0,0,0.160520887671857,Medium Risk
100000,1,2,2,50,1,-1,-1,0,0,-1,0,2976,44591,8910,0,0,2976,44591,0,0,0,0,56477,47567,0.8422366627122545,0.56477,-0.3333333333333333,1,1,0,0.475920314055177,High Risk
160000,2,1,1,47,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,0,0.5491839720996649,Very High Risk
170000,2,3,1,61,1,-1,-1,-1,-1,-1,0,0,0,0,200,0,0,0,0,200,0,0,200,200,1.0,0.0011764705882352,-0.6666666666666666,1,1,0,0.6471045381552814,Very High Risk
90000,1,1,1,56,0,0,0,0,0,0,58438,60208,62000,60673,22196,29809,2572,3188,2661,1000,8000,1000,293324,18421,0.0628008618456041,3.259155555555556,0.0,0,0,0,0.31174246580530574,High Risk
150000,2,1,2,24,0,0,0,0,0,0,52824,15214,16452,17281,18576,18783,4000,2000,2000,2000,2000,3000,139130,15000,0.1078128369151153,0.9275333333333332,0.0,0,0,0,0.15339104280734503,Medium Risk
210000,2,1,2,31,0,0,0,0,0,0,77830,68850,42884,23547,18574,12466,2555,2027,1045,1000,500,10000,244151,17127,0.0701492109391319,1.1626238095238095,0.0,0,0,0,0.16226165734346631,Medium Risk
390000,2,1,2,45,2,2,2,-1,2,2,834,155,-1690,4240,3346,2698,1,1693,6940,7,1230,3,9583,9874,1.030366273609517,0.0245717948717948,1.5,2,5,0,0.642997637327904,Very High Risk
180000,2,2,2,30,0,0,0,0,0,0,174104,171889,172288,175557,178010,178976,7000,8000,8000,7001,6600,7000,1050824,43601,0.0414922004065381,5.837911111111112,0.0,0,0,0,0.17946919937274566,Medium Risk
90000,2,1,2,27,-1,-1,2,2,-1,-1,1179,6346,4607,-6,-2153,-4306,7020,2980,3000,0,0,0,5667,13000,2.293982706899594,0.0629666666666666,0.0,2,2,0,0.47540869671994335,High Risk
140000,2,2,3,41,0,0,0,0,0,0,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,115854,13597,0.1173632330346815,0.8275285714285714,0.0,0,0,1,0.1690808277048497,Medium Risk
260000,2,1,2,36,-1,-1,-1,-1,-1,-1,7740,1445,782,790,849,12319,1445,782,790,849,12319,7575,23925,23760,0.993103448275862,0.0920192307692307,-1.0,-1,0,0,0.25307245848404425,Medium Risk
50000,2,1,2,25,0,0,0,0,0,0,23794,22588,20376,10203,9868,9700,1398,1136,483,340,368,300,96529,4025,0.0416973137606315,1.93058,0.0,0,0,0,0.2538944769551116,Medium Risk
10000,1,2,1,24,5,4,3,2,0,0,9829,9539,9244,8949,9137,9177,0,0,0,480,340,500,55875,1320,0.0236241610738255,5.5875,2.333333333333333,5,4,1,0.7694128552677025,Very High Risk
150000,2,3,1,65,-1,-1,-1,-1,-1,-1,0,0,500,0,0,0,0,500,0,0,0,0,500,500,1.0,0.0033333333333333,-1.0,-1,0,0,0.3549300157218497,High Risk
400000,2,3,1,30,0,0,0,0,0,0,121219,113770,355718,298654,263190,202907,4981,263106,10900,10063,7708,5394,1355458,302152,0.2229150589689979,3.388645,0.0,0,0,0,0.075381431752016,Low Risk
60000,2,2,1,48,0,0,0,0,0,0,56899,58032,59624,58124,58852,58872,2080,2530,1865,1445,293,1545,350403,9758,0.0278479350918799,5.84005,0.0,0,0,0,0.32268288534816025,High Risk
80000,1,1,2,30,-1,0,0,0,0,0,40276,41897,45535,45954,47706,49235,5000,7000,4000,5000,5000,2029,270603,28029,0.1035797829292358,3.3825375,-0.1666666666666666,0,0,0,0.19007366411316773,Medium Risk
30000,1,2,1,37,0,0,0,2,2,2,19625,20673,23702,23026,27798,27219,1671,3700,0,5335,0,2054,142043,12760,0.0898319522961356,4.734766666666666,1.0,2,3,0,0.6224435038346879,Very High Risk
160000,2,3,1,34,0,0,2,2,-1,-1,4763,4899,697,-1373,-1773,-1773,3009,0,1373,0,0,1040,5440,5422,0.9966911764705882,0.034,0.3333333333333333,2,2,0,0.49595960143569895,High Risk
280000,2,2,1,34,0,0,0,0,0,0,82691,75867,76835,70722,60694,62032,3500,3200,2500,2400,2500,2500,428841,16600,0.0387089853815283,1.531575,0.0,0,0,0,0.1306177500885946,Low Risk
30000,2,2,2,50,0,0,2,0,0,0,27284,29001,28201,28763,29383,28987,4664,0,994,1047,1412,756,171619,8873,0.0517017346564191,5.720633333333334,0.3333333333333333,2,1,0,0.39731035733150755,High Risk
50000,2,3,1,59,1,-1,-1,-1,-1,-1,-639,-639,-1800,0,0,0,0,900,1800,0,0,0,-3078,2700,0.0,-0.06156,-0.6666666666666666,1,1,1,0.4913233411947937,High Risk
50000,2,2,1,33,0,0,0,0,-1,0,39554,38600,23711,8663,19596,20082,5000,5038,3000,20130,1000,1000,150206,35168,0.2341317923385217,3.00412,-0.1666666666666666,0,0,0,0.2441209416806809,Medium Risk
20000,2,1,2,24,-1,2,0,0,0,2,19214,15703,9914,8200,11876,4792,0,1000,0,5000,5400,13324,69699,24724,0.3547253188711459,3.48495,0.5,2,2,0,0.42947938626573745,High Risk
210000,2,3,2,45,-1,-1,-1,-1,-1,-1,316,312,2368,316,316,316,312,2376,316,316,316,8611,3944,12247,3.105223123732252,0.0187809523809523,-1.0,-1,0,0,0.32255642296370524,High Risk
240000,2,2,2,29,0,0,0,0,0,0,92076,84598,90102,90198,89822,95856,5006,9002,7000,5049,21862,5529,542652,53448,0.0984940624930895,2.26105,0.0,0,0,0,0.13104058229647042,Low Risk
70000,2,2,2,25,0,0,0,2,2,0,70488,51152,35122,28633,28039,28621,2000,4500,1200,0,1200,1185,242055,10085,0.0416640846088698,3.4579285714285715,0.6666666666666666,2,2,0,0.4834453750915967,High Risk
80000,2,3,2,44,0,0,0,2,0,0,45412,32091,36633,35749,36353,37115,1900,5400,0,1500,1500,1600,223353,11900,0.0532788903663707,2.7919125,0.3333333333333333,2,1,1,0.3782341023358675,High Risk
50000,1,1,2,64,0,0,0,0,0,0,46351,20055,18725,17848,14610,11314,1377,1165,522,1000,485,426,128903,4975,0.0385949124535503,2.57806,0.0,0,0,0,0.27052395055541933,Medium Risk
30000,2,2,1,42,2,2,2,0,0,2,4641,7071,6811,6795,7342,7075,2521,0,245,658,0,268,39735,3692,0.0929155656222473,1.3245,1.3333333333333333,2,4,1,0.8742101881654354,Very High Risk
150000,1,2,2,29,0,0,-1,-1,0,0,102802,112174,6263,6824,10824,14631,12186,6263,6824,10000,10000,10000,253518,55273,0.2180239667400342,1.69012,-0.3333333333333333,0,0,0,0.1750013239038288,Medium Risk
30000,1,3,1,41,0,0,0,0,0,2,19904,21267,22120,23746,25346,24801,2000,1510,3000,2000,0,3000,137184,11510,0.0839019127595054,4.5728,0.3333333333333333,2,1,0,0.4831574622061165,High Risk
360000,2,1,2,27,0,0,0,0,0,0,130640,120058,110795,101668,78730,66682,4500,4100,4208,3000,2300,1800,608573,19908,0.0327125915872048,1.6904805555555555,0.0,0,0,0,0.1326784405648062,Low Risk
100000,1,2,1,38,0,0,0,0,0,0,99660,99908,98052,94423,96056,97320,4600,3500,3400,3500,5000,3500,585419,23500,0.0401421887571124,5.85419,0.0,0,0,0,0.2700857502428772,Medium Risk
300000,2,2,1,56,0,0,0,0,0,0,129234,127932,124793,123572,116832,115064,10060,10864,10078,10512,10020,10157,737427,61691,0.0836570941937303,2.45809,0.0,0,0,0,0.1563656711770915,Medium Risk
20000,1,2,1,41,1,2,2,2,0,0,19951,19314,20526,19360,19660,6000,0,2976,0,500,120,780,104811,4376,0.0417513428933985,5.24055,1.1666666666666667,2,4,1,0.727705385160472,Very High Risk
20000,2,2,1,30,1,-1,-1,2,2,-1,0,0,780,780,0,0,0,780,0,0,0,0,1560,780,0.5,0.078,0.3333333333333333,2,3,1,0.6214506128959347,Very High Risk
180000,1,2,2,29,1,2,2,-1,-1,2,5265,5002,0,0,1378,978,0,0,0,1704,0,2690,12623,4394,0.3480947476828012,0.0701277777777777,0.8333333333333334,2,4,1,0.6928154811752659,Very High Risk
150000,2,2,2,30,0,0,-1,-1,-1,-1,65591,0,0,0,0,0,0,0,0,0,0,0,65591,0,0.0,0.4372733333333333,-0.6666666666666666,0,0,0,0.24773909528691174,Medium Risk
270000,1,1,1,37,2,0,0,0,0,0,160069,156346,159223,165480,76144,77944,6000,7000,9000,5000,3000,3000,795206,33000,0.0414986808449634,2.9452074074074077,0.3333333333333333,2,1,1,0.7097181632427945,Very High Risk
310000,2,2,1,48,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1,0,0,0.44792620814704426,High Risk
90000,1,1,2,27,-1,-1,-1,-1,-1,-1,1040,3953,6986,868,350,874,3963,6986,868,350,874,548,14071,13589,0.9657451495984648,0.1563444444444444,-1.0,-1,0,1,0.24645265884997156,Medium Risk
20000,1,3,2,34,-1,-1,2,2,-1,-1,390,780,780,0,0,0,780,0,0,0,0,0,1950,780,0.4,0.0975,0.0,2,2,1,0.5913035267388549,Very High Risk
120000,2,1,1,33,0,0,0,-1,-1,0,35563,25614,19747,1201,2333,2250,1426,6400,1500,2700,0,0,86708,12026,0.1386953914287032,0.7225666666666667,-0.3333333333333333,0,0,1,0.21279306383591126,Medium Risk
240000,1,2,2,29,0,0,0,0,0,0,90440,92433,94548,96375,98453,100549,3500,3600,3500,3500,3500,3500,572798,21100,0.0368367207986061,2.386658333333333,0.0,0,0,0,0.18220988962148427,Medium Risk
260000,2,1,2,39,0,0,0,0,0,0,107801,122955,117089,95975,62817,61221,30054,20057,5113,3040,20000,30007,567858,108271,0.190665624152517,2.184069230769231,0.0,0,0,0,0.10325010451882173,Low Risk
90000,2,1,2,29,1,2,0,0,0,0,9370,9078,10267,10350,10564,10771,0,1500,550,529,531,550,60400,3660,0.0605960264900662,0.6711111111111111,0.5,2,2,1,0.5565022981482225,Very High Risk
200000,1,1,1,54,1,2,0,0,0,0,7111,4803,4629,14915,8523,5586,10,1215,12000,4000,4978,1000,45567,23203,0.5092062238023131,0.227835,0.5,2,2,0,0.5114699105916363,Very High Risk
110000,2,2,1,41,0,0,0,0,0,0,52388,41742,43852,39840,32801,33174,1780,3306,1108,1126,1269,679,243797,9268,0.038015233985652,2.216336363636364,0.0,0,0,0,0.22987899041080434,Medium Risk
500000,1,1,1,35,-1,-1,-1,-1,-1,-1,6257,10445,7009,12515,8037,7944,10492,7114,12587,8071,7978,13896,52207,60138,1.1519144942249124,0.104414,-1.0,-1,0,0,0.13188131422513555,Low Risk
70000,2,2,1,23,0,0,0,0,0,0,69951,70722,70815,63183,31633,31275,3200,3202,2989,1081,1099,1143,337579,12714,0.0376622953442009,4.822557142857143,0.0,0,0,1,0.2868855517249321,Medium Risk
300000,2,2,1,31,0,-1,-1,-1,0,0,3565,316,316,17597,15257,9482,316,316,17597,2000,2690,2000,46533,24919,0.5355124320374788,0.15511,-0.5,0,0,0,0.23371534154778242,Medium Risk
50000,1,2,2,25,2,2,0,0,0,2,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,47446,3500,0.0737680731779285,0.94892,1.0,2,3,1,0.8325139252866964,Very High Risk
340000,2,2,1,46,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1,0,0,0.51020794732356,Very High Risk
160000,2,2,1,36,-1,-1,-1,-1,-1,-1,2054,1949,2562,8582,2758,0,1950,2562,8582,2758,0,4163,17905,20015,1.117844177604021,0.11190625,-1.0,-1,0,0,0.2914673896816192,Medium Risk
140000,2,2,2,41,0,0,0,0,0,0,130439,108411,107113,120327,62855,67243,5000,5000,20000,10000,10000,10000,596388,60000,0.1006056459888529,4.259914285714285,0.0,0,0,0,0.19697610781047253,Medium Risk
190000,2,2,1,48,0,0,0,0,0,0,210612,206806,203803,167103,163528,162555,7496,9144,5972,5858,6174,6047,1114407,40691,0.0365135897387579,5.8653,0.0,0,0,0,0.308900739884108,High Risk
20000,1,3,2,24,4,3,2,0,0,0,20569,19927,16371,17291,18001,18706,0,0,1500,1000,1000,836,110865,4336,0.0391106300455509,5.54325,1.5,4,3,1,0.8088780478071711,Very High Risk
20000,2,1,2,31,-1,-1,-1,-1,-1,-1,416,416,0,416,416,416,416,416,832,416,416,416,2080,2912,1.4,0.104,-1.0,-1,0,0,0.34683665728626895,High Risk
200000,1,3,1,65,0,0,0,0,0,0,183653,167157,144218,137975,132600,121028,7130,6611,4282,4367,4079,3664,886631,30133,0.0339859535703127,4.433155,0.0,0,0,0,0.276479214997677,Medium Risk
180000,1,1,2,28,-1,-1,-1,-1,-1,-1,666,662,-4,55566,1056,390,662,0,61411,1056,0,1998,58336,65127,1.1164118211738892,0.3240888888888888,-1.0,-1,0,0,0.26133762759716306,Medium Risk
500000,2,2,1,42,0,0,0,0,0,0,62112,60246,74832,126778,82611,71338,20025,40000,85000,139,20000,29761,477917,194925,0.4078637085519033,0.955834,0.0,0,0,0,0.061584759433958546,Low Risk
60000,2,2,2,29,2,0,0,0,0,0,58501,54932,85672,41483,19394,18893,2000,1900,1572,1000,700,668,278875,7840,0.0281129538323621,4.647916666666666,0.3333333333333333,2,1,1,0.6752365033389323,Very High Risk
80000,1,2,1,52,0,0,0,0,0,0,75113,76860,77456,21118,22260,23396,3500,2202,1500,1500,1500,1500,296203,11702,0.0395066896689094,3.7025375,0.0,0,0,0,0.32575661373743847,High Risk
310000,1,2,2,46,2,0,0,0,0,0,102064,104072,105063,107113,109263,120347,5030,4000,3633,3671,12600,0,647922,28934,0.0446566099005744,2.090070967741936,0.3333333333333333,2,1,1,0.6271922466712829,Very High Risk
20000,1,3,2,45,0,0,0,0,0,0,5250,7151,9024,10865,12677,14309,2000,2000,2000,2000,2000,2000,59276,12000,0.2024428099062015,2.9638,0.0,0,0,1,0.35425313609091236,High Risk
140000,2,1,2,27,2,2,2,2,2,2,94903,96912,98015,99155,100979,99251,4400,3600,3600,3500,0,3470,589215,18570,0.0315165092538377,4.208678571428571,2.0,2,6,1,0.8728430828421457,Very High Risk
150000,2,2,1,28,0,-1,-1,-1,0,0,5527,614,12515,10749,7549,5749,1000,13000,12006,7000,0,0,42703,33006,0.7729199353675386,0.2846866666666666,-0.5,0,0,0,0.25907006463352983,Medium Risk
500000,2,2,1,40,-1,-1,-1,-1,-1,0,240927,18676,9390,-3772,282777,288937,1093,9429,3423,291227,9011,9030,836935,323213,0.3861865019386212,1.67387,-0.8333333333333334,0,0,0,0.21914003484371863,Medium Risk
100000,1,2,1,49,0,0,0,0,0,0,69896,71360,72820,74264,75821,77410,2588,2644,2656,2752,2850,2965,441571,16455,0.0372646754429072,4.41571,0.0,0,0,0,0.3347459507091067,High Risk
10000,2,3,1,47,0,0,0,0,0,0,2855,3871,4883,5053,5275,0,1069,1081,251,375,0,0,21937,2776,0.1265441947394812,2.1937,0.0,0,0,1,0.40677409126078046,High Risk
100000,2,1,1,38,0,0,0,0,0,0,68916,66762,68566,65132,48738,51020,3000,5000,2436,3000,3000,2000,369134,18436,0.0499439228031013,3.69134,0.0,0,0,0,0.22558557331423518,Medium Risk
620000,2,1,2,38,-1,-1,-1,-1,-1,0,1966,35703,1241,-119,23969,5567,35703,1241,119,24088,0,0,68327,61151,0.8949756318878335,0.1102048387096774,-0.8333333333333334,0,0,0,0.17141598949156472,Medium Risk
120000,1,1,2,31,-1,-1,-1,-1,-1,-1,2340,4908,70,220,220,220,4908,70,220,220,220,360,7978,5998,0.7518174981198296,0.0664833333333333,-1.0,-1,0,0,0.3372103400548939,High Risk
60000,1,2,2,28,0,0,0,0,0,0,60721,61452,59797,30372,45283,24588,4000,1353,27826,1300,1903,3000,282213,39382,0.139547079688037,4.70355,0.0,0,0,1,0.35859959871488317,High Risk
390000,2,1,2,33,0,0,0,0,0,0,84100,85538,79875,82853,82747,44143,5000,3500,4502,3518,2003,3001,459256,21524,0.0468671067988224,1.1775794871794871,0.0,0,0,0,0.10346514699178584,Low Risk
80000,1,2,2,32,0,0,0,0,0,0,51372,51872,47593,43882,42256,42527,1853,1700,1522,1548,1488,1500,279502,9611,0.0343861582385814,3.493775,0.0,0,0,0,0.23693684012062674,Medium Risk
50000,1,2,2,25,-1,2,2,-1,-1,-1,1170,780,0,0,0,0,0,0,0,0,0,0,1950,0,0.0,0.039,0.0,2,2,1,0.6621064193598378,Very High Risk
80000,2,2,2,23,-1,0,0,0,0,0,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,300820,11431,0.0379994681204707,3.76025,-0.1666666666666666,0,0,0,0.26961117398812323,Medium Risk
90000,1,1,2,29,0,0,0,0,0,0,72774,67584,57985,56268,55970,56825,2900,2700,2200,2100,2200,2200,367406,14300,0.0389215200622744,4.082288888888889,0.0,0,0,0,0.2771366010732927,Medium Risk
100000,2,3,2,24,1,-1,-1,-1,-1,-1,0,0,0,0,2483,0,0,0,0,2483,0,80,2483,2563,1.0322190898107129,0.02483,-0.6666666666666666,1,1,0,0.4637513032100856,High Risk
250000,2,1,2,33,-1,-1,-1,-1,0,0,16317,0,0,188841,194321,198156,0,0,188841,8500,8000,7080,597635,212421,0.3554360102738293,2.39054,-0.6666666666666666,0,0,0,0.18871028604483667,Medium Risk
10000,1,2,2,33,0,0,0,0,0,0,8177,9131,9669,7624,8049,6857,2500,1145,1000,1000,1000,1500,49507,8145,0.1645221887813844,4.9507,0.0,0,0,0,0.3582214850297155,High Risk
200000,1,1,2,29,-1,-1,-1,-1,-1,-1,170,3300,38526,-93,18681,12399,3318,42497,0,18774,12461,9526,72983,86576,1.1862488524724937,0.364915,-1.0,-1,0,0,0.2551986108093737,Medium Risk
190000,2,1,2,28,2,2,2,2,2,2,159438,163684,166163,168592,171923,169165,8150,6500,6500,6000,0,6200,998965,33350,0.0333845530123678,5.2577105263157895,2.0,2,6,1,0.8277529434701124,Very High Risk
100000,1,2,1,46,2,0,0,0,0,0,100000,99774,102237,98452,99423,101548,4500,5000,4500,3800,3900,4000,601434,25700,0.042731205751587,6.01434,0.3333333333333333,2,1,1,0.7197932514986609,Very High Risk
270000,1,1,2,29,0,0,0,0,0,0,227479,181629,185614,189524,193971,199763,7000,7000,7000,7500,9000,10000,1177980,47500,0.0403232652506833,4.362888888888889,0.0,0,0,0,0.2169991240028888,Medium Risk
10000,1,2,2,24,1,2,0,0,0,2,5378,5146,6205,7139,7918,7646,0,1300,1200,900,0,700,39432,4100,0.1039764658145668,3.9432,0.8333333333333334,2,3,0,0.6437368344185533,Very High Risk
100000,1,2,2,30,0,0,0,0,0,-1,31373,32155,32331,29035,19576,33825,1602,1451,4,41,34938,292,178295,38328,0.2149695728988474,1.78295,-0.1666666666666666,0,0,0,0.21274820504602793,Medium Risk
300000,1,2,1,38,0,0,0,2,2,2,181387,171685,181780,177363,189423,188567,8000,14500,0,15150,7700,0,1090205,45350,0.0415976811700551,3.6340166666666662,1.0,2,3,0,0.5923798328982272,Very High Risk
150000,1,1,2,31,3,2,2,0,0,-1,125086,121521,67164,54078,9778,389,4967,65,1346,5051,8601,4435,378016,24465,0.0647194827732159,2.5201066666666665,1.0,3,3,1,0.773718074339504,Very High Risk
80000,1,1,1,28,2,2,2,0,0,0,56272,58756,59587,60997,62856,66897,4000,2400,3000,3000,5100,0,365365,17500,0.0478973081712807,4.5670625,1.0,2,3,0,0.8040854286456298,Very High Risk
260000,2,1,1,43,-1,-1,-1,-1,0,-1,3209,0,2552,2236,2236,2450,0,2552,2236,0,2500,0,12683,7288,0.5746274540723804,0.0487807692307692,-0.8333333333333334,0,0,0,0.2377490417184278,Medium Risk
80000,2,2,1,30,1,2,2,2,0,0,69942,68219,75688,73563,43255,35852,0,8600,0,1600,1300,1300,366519,12800,0.0349231554162267,4.5814875,1.1666666666666667,2,4,1,0.6657512453927311,Very High Risk
110000,2,2,2,28,2,2,2,2,2,2,86774,88702,89655,90593,89025,94509,4200,3300,3300,0,7000,2300,539258,20100,0.0372734386879749,4.902345454545454,2.0,2,6,1,0.8599456014739706,Very High Risk
150000,1,1,1,36,1,-1,-1,-1,-1,-1,0,-316,-632,-1264,316,782,0,0,0,1580,782,638,-1114,3000,0.0,-0.0074266666666666,-0.6666666666666666,1,1,0,0.4883169760752355,High Risk
150000,1,3,1,49,0,0,0,0,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,124646,16712,0.1340757023891661,0.8309733333333333,0.0,0,0,0,0.18900358551000956,Medium Risk
50000,2,2,2,23,0,0,0,0,0,0,50614,48702,47770,37239,20526,19771,2500,1700,2151,687,2000,669,224622,9707,0.0432148231250723,4.49244,0.0,0,0,0,0.3024852648929611,High Risk
200000,2,2,1,30,-1,-1,2,-1,-1,-1,0,1541,811,2754,17557,1144,1541,4,3071,17557,1144,1252,23807,24569,1.032007392783635,0.119035,-0.5,2,1,0,0.37819015301318165,High Risk
300000,2,2,1,27,0,0,0,0,0,0,286321,283547,578971,293063,296677,230338,20000,12003,10524,11238,8814,9463,1968917,72042,0.0365896581724877,6.563056666666666,0.0,0,0,1,0.2927984602122844,Medium Risk
70000,2,1,2,29,0,0,0,0,0,0,66867,66502,54263,47562,43735,43509,3020,5040,2000,2000,12000,5000,322438,29060,0.0901258536524851,4.606257142857143,0.0,0,0,0,0.20707721697499287,Medium Risk
100000,1,2,2,27,0,0,0,0,0,0,82609,81989,82466,78234,75615,76849,3106,3000,2805,2739,3085,2958,477762,17693,0.0370330834181035,4.77762,0.0,0,0,0,0.2924334380475532,Medium Risk
80000,1,1,2,26,0,0,0,0,0,0,56417,50855,47656,35351,32895,22755,2600,4000,3000,3500,3500,2300,245929,18900,0.0768514489954417,3.0741125,0.0,0,0,0,0.2142858535321077,Medium Risk
